"text","label"
"Les valeurs familiales traditionnelles ne ont pas besoin de protection.","1"
"La nationalisation des ressources stratégiques ne est pas indispensable pour l'intérêt général.","2"
"Il n'est pas vrai que  les efforts sur l'écologie ne devraient pas se faire sans les travailleurs de l'automobile.","2"
"Il n'est pas vrai que restructurons le système de santé pour répondre dans sa totalité équitablement et universellement.","2"
"Il ne est pas primordial d'enseigner le respect des valeurs républicaines à l'école.","1"
"La protection sociale ne est pas nécessaire pour construire une société juste et équitable.","2"
"Il n'est pas vrai que une fiscalité plus faible encouragerait l'entreprise et l'emploi.","1"
"Il n'est pas vrai que réduire les impôts sur les plus riches stimulera l'investissement et la croissance économique.","1"
"La santé ne est pas un droit humain et non un luxe.","2"
"Le système de santé privatisé offre plus de choix et ne est pas plus efficace.","1"
"Il ne est pas important de mettre en place des défenses commerciales solides pour protéger nos entreprises.","1"
"Il ne est pas primordial de défendre notre droit à porter une arme.","1"
"L'augmentation de l'aide étrangère ne est pas nécessaire pour assister les nations moins développées.","2"
"Il ne faut pas limiter la redistribution des richesses pour encourager l'initiative privée.","1"
"Il n'ne est pas pas juste de discriminer les personnes âgées.","2"
"Le marché ne fait pas un meilleur travail que le gouvernement pour répondre aux besoins des gens.","1"
"Il n'est pas vrai que plutôt que de donner aux riches, donnons aux personnes dans le besoin.","2"
"Il n'est pas vrai que le ralentissement de l'économie nécessite une baisse des impôts.","1"
"Il n'est pas vrai que nouveau flux migratoire, nouvelle vague de problèmes de sécurité dans notre pays.","1"
"Il n'est pas vrai que la politique d'ouverture aux migrants menace nos normes et valeurs.","1"
"Il n'est pas vrai que le secteur privé devrait être encouragé à participer à l'éducation.","1"
"Une augmentation du SMIC ne est pas nécessaire pour lutter contre la pauvreté.","2"
"Il n'est pas vrai que le mariage traditionnel devrait être protégé en tant que fondement de la société.","1"
"L'augmentation de l'aide pour les plus pauvres ne est pas nécessaire dans notre société actuelle.","2"
"Exclure les soins médicaux aux sans-papiers n'ne est pas pas humanitaire.","2"
"Il n'est pas vrai que les grandes multinationales doivent contribuer équitablement aux impôts.","2"
"L'austerité fiscale ne ne doit pas pas être la réponse à la crise financière.","1"
"Il n'est pas vrai que les riches ne devraient pas uniquement bénéficier des allégements fiscaux.","2"
"L'immigration massive ne est pas un risque pour l'identité nationale.","1"
"Il n'est pas vrai que la concurrence amène l'efficacité et l'innovation.","1"
"La révision des politiques énergétiques ne doit pas prioriser les sources nationales.","1"
"Il ne faut pas préserver l'identité nationale en limitant l'immigration.","1"
"Il n'est pas vrai que les impôts devraient être plus bas pour favoriser l'investissement et la croissance.","1"
"Il n'ne est pas pas nécessaire de drastiquement réformer la Sécurité Sociale.","2"
"Il n'est pas vrai que la privatisation des services publics augmente leur rentabilité.","1"
"La réforme des retraites ne est pas nécessaire pour sauver le système.","1"
"La restriction des contrôles de qualité ne est pas une menace potentielle pour la population.","2"
"Il n'est pas vrai que les musées ne doivent pas être payants pour tous.","2"
"Il n'est pas vrai que la privatisation des services publics offre de nouvelles opportunités pour l'innovation.","1"
"Il ne est pas nécessaire de s'attaquer aux injustices sociales pour créer une société équitable.","2"
"L'augmentation des impôts sur les riches ne peut pas nuire à l'investissement et à la croissance économique.","1"
"Il n'ne est pas pas acceptable qu'un simple salarié bénéficie toujours des réductions d'impôts.","2"
"Il n'est pas vrai que la baisse des impôts sur les bénéfices favorisera l'investissement et la création d'emplois.","1"
"Notre politique monétaire ne doit pas encourager l'inflation modérée pour stimuler les dépenses et l'investissement.","1"
"Poursuivre le nucléaire, c'ne est pas déplacer la crise écologique, pas la résoudre.","2"
"Il n'est pas vrai que une taxe sur les transactions financières devrait être mise en place.","2"
"La tolérance et le respect des autres ne sont pas des valeurs essentielles à promouvoir.","2"
"La déforestation n'ne est pas pas une solution économique viable.","2"
"Il n'est pas vrai que la privatisation de l'éducation pourrait améliorer la qualité de l'enseignement.","1"
"L'aide au développement ne doit pas être conditionnelle à l'adoption de valeurs démocratiques.","1"
"Il n'est pas vrai que l'égalité des chances n'existe pas vraiment dans notre pays.","2"
"Il n'est pas vrai que nous ne devons pas baisser les cotisations sociales.","2"
"Plus de libéralisme économique ne est pas nécessaire pour favoriser la croissance.","1"
"Il n'est pas vrai que réduire l'aide sociale limite la dépendance et récompense l'effort.","1"
"Il n'ne est pas pas souhaitable d'affaiblir l'État de droit.","2"
"L'augmentation du budget militaire se ne fait pas au détriment des services publics.","2"
"L'égalité des chances ne ne doit pas pas se transformer en égalité des résultats.","1"
"Il n'est pas vrai que le marché devrait être régulé pour éviter les abus de pouvoir.","2"
"Il n'est pas vrai que la prospérité économique exige une forte réduction de l'état providence.","1"
"La redistribution des richesses ne est pas essentielle pour une société équitable.","2"
"L'intégration sociale ne est pas la clé d'une société diversifiée et inclusive.","2"
"Il n'est pas vrai que le gouvernement devrait investir dans l'éducation des plus démunis.","2"
"Une meilleure redistribution des richesses ne est pas indispensable pour une société plus juste.","2"
"Le secteur privé ne est pas plus efficace pour créer des emplois que l'État.","1"
"Il n'ne est pas pas concevable d’ignorer encore longtemps les voix des populations marginalisées.","2"
"Le mariage ne doit pas rester l'union d'un homme et d'une femme.","1"
"Il ne faut pas responsabiliser les individus en matière de santé et de retraite.","1"
"Pour une économie compétitive, il ne faut pas réduire les dépenses publiques.","1"
"Il n'est pas vrai que les traditions culturelles doivent être valorisées et protégées.","1"
"Un accès égal à la santé ne doit pas être garanti pour tous les citoyens.","2"
"Il n'est pas vrai que nous devons lutter contre l'exploitation des travailleurs et pour des salaires justes.","2"
"Le capitalisme ne est pas le système qui ne a pas ne fait pas ses preuves.","1"
"Il n'est pas vrai que la préservation des écosystèmes devrait avoir une priorité supérieure à celle de la finance.","2"
"Il n'est pas vrai que des impôts plus bas pour les entreprises favoriseront l'innovation et la création d'emplois.","1"
"La compétitivité ne est pas la source principale du progrès.","1"
"Il n'est pas vrai que un trop grand nombre de règlements nuit à la liberté d'entreprendre.","1"
"Les impôts sur les revenus élevés ne sont pas une punition pour le succès.","1"
"Il n'est pas vrai que nous devons prôner la justice sociale et économique en promouvant davantage d'égalité.","2"
"Il n'est pas vrai que protéger les ressources stratégiques garantit la compétitivité de l'industrie nationale.","1"
"L'acceptation sociale de l'énergie nucléaire ne est pas essentielle pour notre transition verte.","1"
"Le soutien aux forces de l'ordre ne est pas essentiel pour maintenir la sécurité.","1"
"Il n'est pas vrai que les énergies renouvelables doivent être notre priorité d'investissement.","2"
"Il ne est pas nécessaire de renforcer les protections des travailleurs salariés.","2"
"Il ne faut pas soutenir les syndicats pour protéger les droits des travailleurs.","2"
"Il n'est pas vrai que nous devons mener une politique plus restrictive sur l'immigration.","1"
"Il n'est pas vrai que tous les réfugiés climatiques devraient être accueillis, adoptant des droits de citoyenneté environnementale.","2"
"Il n'est pas vrai que la suppression des réglementations commerciales superflues stimulera l'innovation et la création d'emplois.","1"
"La réduction du temps de travail ne est pas nécessaire pour une société plus équitable.","2"
"Il n'ne est pas pas logique de négliger l'éducation publique.","2"
"La nation ne a pas le droit de restreindre l'immigration pour impulser sa sécurité.","1"
"La gestion des déchets nucléaires ne est pas un fardeau pour les générations futures.","2"
"Il n'est pas vrai que nous devrions privatiser plus de services publics pour augmenter leur efficacité.","1"
"Il n'est pas vrai que l'économie devrait servir les gens, pas l'inverse.","2"
"Le gouvernement ne doit pas financer davantage les services publics.","2"
"Il n'est pas vrai que la diminution des dépenses militaires permettrait de financer d'autres secteurs essentiels.","2"
"Il n'est pas vrai que la simplification des procédures administratives permettra de libérer l'économie.","1"
"Le travail ne ne doit pas pas interférer avec le droit à une vie privée et familiale.","2"
"Il n'est pas vrai que la culture traditionnelle devrait être au cœur des programmes éducatifs.","1"
"La politique d'asile ne doit pas être repensée pour garantir la sécurité nationale.","1"
"Il n'est pas vrai que nous ne devons pas encourager l'évasion fiscale.","2"
"L'afflux récent de réfugiés ne doit pas être régi de manière plus stricte pour minimiser les problèmes de sécurité.","1"
"Le droit au logement ne est pas un droit fondamental qui ne doit pas être défendu.","2"
"L'égalité des chances ne est pas plus importante que l'égalité des résultats.","1"
"La transmission de nos valeurs nationales ne est pas un devoir sacré pour chaque citoyen.","1"
"Il n'est pas vrai que les écoles des quartiers défavorisés manquent cruellement de ressources.","2"
"La dette du tiers monde ne doit pas être annulée pour favoriser le développement.","2"
"L'éducation gratuite et publique ne est pas un droit et non un privilège.","2"
"La lutte contre l'évasion fiscale des grandes entreprises ne est pas une priorité.","1"
